#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Anchored|To|U_Class
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2019-03-25
14-3	1535-1536	:	_	_	_	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
14-4	1536-1537	/	_	_	_	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
14-5	1537-1538	/	_	_	_	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
14-6	1538-1541	www	_	_	_	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
14-7	1541-1542	.	_	_	_	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
14-8	1542-1552	kommersant	_	_	_	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
14-9	1552-1553	.	_	_	_	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
14-10	1553-1555	ru	_	_	_	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
14-11	1555-1556	/	_	_	_	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
14-12	1556-1559	doc	_	_	_	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
14-13	1559-1560	/	_	_	_	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
14-14	1560-1567	3854145	_	_	_	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
