#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Anchored|To|U_Class
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2019-02-22
17-5	1319-1321	на	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-6	1322-1326	поле	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-7	1326-1327	,	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-8	1328-1333	никто	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-9	1334-1336	не	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-10	1337-1348	отреагирует	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-11	1349-1359	болезненно	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-12	1359-1360	,	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-13	1361-1365	если	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-14	1366-1378	какой-нибудь	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-15	1379-1381	23	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-16	1381-1382	-	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-17	1382-1388	летний	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-18	1389-1394	игрок	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-19	1395-1399	даст	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-20	1400-1404	фору	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-21	1405-1413	Лоськову	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-22	1414-1416	по	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-23	1417-1425	скорости	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-24	1426-1429	или	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-25	1430-1438	помешает	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-26	1439-1442	ему	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-27	1443-1448	точно	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-28	1449-1456	пробить	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-29	1456-1457	.	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	

#Text=¶А вот смотреть на то, как 35-летний Райан Бейдер нокаутирует 42-летнего Емельяненко — тяжело.
18-1	1461-1462	¶	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-2	1462-1463	А	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-3	1464-1467	вот	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-4	1468-1476	смотреть	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-5	1477-1479	на	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-6	1480-1482	то	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-7	1482-1483	,	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-8	1484-1487	как	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-9	1488-1490	35	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-10	1490-1491	-	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-11	1491-1497	летний	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-12	1498-1503	Райан	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-13	1504-1510	Бейдер	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-14	1511-1522	нокаутирует	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-15	1523-1525	42	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-16	1525-1526	-	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-17	1526-1533	летнего	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-18	1534-1545	Емельяненко	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-19	1546-1547	—	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-20	1548-1554	тяжело	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	
18-21	1554-1555	.	_	_	_	_	_	_	_	_	_	_	*[21]	*[62]	_	_	_	_	

#Text=Кто-то начинает переживать, скажется ли это на здоровье Федора, кто-то продолжает писать в интернете, что ему уже пора, а некоторые начинают ставить под сомнение все те заслуги, которым уже стукнуло более 10 лет.
19-1	1556-1562	Кто-то	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-2	1563-1571	начинает	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-3	1572-1582	переживать	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-4	1582-1583	,	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-5	1584-1592	скажется	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-6	1593-1595	ли	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-7	1596-1599	это	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-8	1600-1602	на	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-9	1603-1611	здоровье	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-10	1612-1618	Федора	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-11	1618-1619	,	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-12	1620-1626	кто-то	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-13	1627-1637	продолжает	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-14	1638-1644	писать	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-15	1645-1646	в	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-16	1647-1656	интернете	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-17	1656-1657	,	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-18	1658-1661	что	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-19	1662-1665	ему	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-20	1666-1669	уже	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-21	1670-1674	пора	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-22	1674-1675	,	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-23	1676-1677	а	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-24	1678-1687	некоторые	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-25	1688-1696	начинают	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-26	1697-1704	ставить	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-27	1705-1708	под	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-28	1709-1717	сомнение	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-29	1718-1721	все	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-30	1722-1724	те	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-31	1725-1732	заслуги	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-32	1732-1733	,	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-33	1734-1741	которым	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-34	1742-1745	уже	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-35	1746-1754	стукнуло	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-36	1755-1760	более	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-37	1761-1763	10	_	_	_	P???[3]	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-38	1764-1767	лет	_	_	_	P???[3]	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	
19-39	1767-1768	.	_	_	_	_	_	_	_	_	_	_	*[21]	*[63]	_	_	_	_	

#Text=¶В смешанных единоборствах такое сплошь и рядом.
20-1	1772-1773	¶	_	_	_	_	_	_	_	_	_	_	*[22]	*[64]	_	_	_	_	
20-2	1773-1774	В	_	_	_	_	_	_	_	_	_	_	*[22]	*[64]	_	_	_	_	
20-3	1775-1784	смешанных	_	_	_	_	_	_	_	_	_	_	*[22]	*[64]	_	_	_	_	
20-4	1785-1798	единоборствах	_	_	_	_	_	_	_	_	_	_	*[22]	*[64]	_	_	_	_	
20-5	1799-1804	такое	_	_	_	_	_	_	_	_	_	_	*[22]	*[64]	_	_	_	_	
20-6	1805-1811	сплошь	_	_	_	_	_	_	_	_	_	_	*[22]	*[64]	_	_	_	_	
20-7	1812-1813	и	_	_	_	_	_	_	_	_	_	_	*[22]	*[64]	_	_	_	_	
20-8	1814-1819	рядом	_	_	_	_	_	_	_	_	_	_	*[22]	*[64]	_	_	_	_	
20-9	1819-1820	.	_	_	_	_	_	_	_	_	_	_	*[22]	*[64]	_	_	_	_	

#Text=Мы можем посмотреть, допустим, на 43-летнего Андерсона Сильву, который проиграл пять из последних семи боев, но все равно продолжает драться.
21-1	1821-1823	Мы	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-2	1824-1829	можем	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-3	1830-1840	посмотреть	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-4	1840-1841	,	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-5	1842-1850	допустим	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-6	1850-1851	,	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-7	1852-1854	на	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-8	1855-1857	43	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-9	1857-1858	-	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-10	1858-1865	летнего	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-11	1866-1875	Андерсона	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-12	1876-1882	Сильву	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-13	1882-1883	,	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-14	1884-1891	который	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-15	1892-1900	проиграл	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-16	1901-1905	пять	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-17	1906-1908	из	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-18	1909-1918	последних	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-19	1919-1923	семи	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-20	1924-1928	боев	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-21	1928-1929	,	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-22	1930-1932	но	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-23	1933-1936	все	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-24	1937-1942	равно	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-25	1943-1953	продолжает	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-26	1954-1961	драться	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	
21-27	1961-1962	.	_	_	_	_	_	_	_	_	_	_	*[22]	*[65]	_	_	_	_	

#Text=Или на 40-летнего Би Джей Пенна, ведущего серии из шести поражений кряду.
22-1	1963-1966	Или	_	_	_	_	_	_	_	_	_	_	*[22]	*[66]	_	_	_	_	
22-2	1967-1969	на	_	_	_	_	_	_	_	_	_	_	*[22]	*[66]	_	_	_	_	
22-3	1970-1972	40	_	_	_	_	_	_	_	_	_	_	*[22]	*[66]	_	_	_	_	
22-4	1972-1973	-	_	_	_	_	_	_	_	_	_	_	*[22]	*[66]	_	_	_	_	
22-5	1973-1980	летнего	_	_	_	_	_	_	_	_	_	_	*[22]	*[66]	_	_	_	_	
22-6	1981-1983	Би	_	_	_	_	_	_	_	_	_	_	*[22]	*[66]	_	_	_	_	
22-7	1984-1988	Джей	_	_	_	_	_	_	_	_	_	_	*[22]	*[66]	_	_	_	_	
22-8	1989-1994	Пенна	_	_	_	_	_	_	_	_	_	_	*[22]	*[66]	_	_	_	_	
22-9	1994-1995	,	_	_	_	_	_	_	_	_	_	_	*[22]	*[66]	_	_	_	_	
22-10	1996-2004	ведущего	_	_	_	_	_	_	_	_	_	_	*[22]	*[66]	_	_	_	_	
22-11	2005-2010	серии	_	_	_	_	_	_	_	_	_	_	*[22]	*[66]	_	_	_	_	
22-12	2011-2013	из	_	_	_	_	_	_	_	_	_	_	*[22]	*[66]	_	_	_	_	
22-13	2014-2019	шести	_	_	_	_	_	_	_	_	_	_	*[22]	*[66]	_	_	_	_	
22-14	2020-2029	поражений	_	_	_	_	_	_	_	_	_	_	*[22]	*[66]	_	_	_	_	
22-15	2030-2035	кряду	_	_	_	_	_	_	_	_	_	_	*[22]	*[66]	_	_	_	_	
22-16	2035-2036	.	_	_	_	_	_	_	_	_	_	_	*[22]	*[66]	_	_	_	_	

#Text=Есть еще пример Чака Лиделла, завершившего карьеру в 2010-м, но возобновившим ее в конце 2018-го, когда ему было уже 48.
23-1	2037-2041	Есть	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-2	2042-2045	еще	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-3	2046-2052	пример	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-4	2053-2057	Чака	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-5	2058-2065	Лиделла	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-6	2065-2066	,	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-7	2067-2079	завершившего	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-8	2080-2087	карьеру	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-9	2088-2089	в	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-10	2090-2094	2010	_	_	_	_	*[10]|*[11]	YearsX0[10]|Year[11]	-[10]|-[11]	-[10]|-[11]	2010[10]|2010[11]	*[10]|*[11]	*[22]	*[67]	Date[127]|Date[128]	*[127]|*[128]	Year[127]|YearsX0[128]	*[127]|*[128]	
23-11	2094-2095	-	_	_	_	_	*[10]|*[11]	YearsX0[10]|Year[11]	-[10]|-[11]	-[10]|-[11]	2010[10]|2010[11]	*[10]|*[11]	*[22]	*[67]	Date[127]|Date[128]	*[127]|*[128]	Year[127]|YearsX0[128]	*[127]|*[128]	
23-12	2095-2096	м	_	_	_	_	*[10]|*[11]	YearsX0[10]|Year[11]	-[10]|-[11]	-[10]|-[11]	2010[10]|2010[11]	*[10]|*[11]	*[22]	*[67]	Date[127]|Date[128]	*[127]|*[128]	Year[127]|YearsX0[128]	*[127]|*[128]	
23-13	2096-2097	,	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-14	2098-2100	но	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-15	2101-2114	возобновившим	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-16	2115-2117	ее	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-17	2118-2119	в	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-18	2120-2125	конце	_	_	_	_	*	Phase	*	*	END	*	*[22]	*[67]	Date[129]	*[129]	Year[129]	*[129]	
23-19	2126-2130	2018	_	_	_	_	*[12]	Year[12]	-[12]	-[12]	2018[12]	*[12]	*[22]	*[67]	Date[129]	*[129]	Year[129]	*[129]	
23-20	2130-2131	-	_	_	_	_	*[12]	Year[12]	-[12]	-[12]	2018[12]	*[12]	*[22]	*[67]	Date[129]	*[129]	Year[129]	*[129]	
23-21	2131-2133	го	_	_	_	_	*[12]	Year[12]	-[12]	-[12]	2018[12]	*[12]	*[22]	*[67]	Date[129]	*[129]	Year[129]	*[129]	
23-22	2133-2134	,	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-23	2135-2140	когда	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-24	2141-2144	ему	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-25	2145-2149	было	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-26	2150-2153	уже	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-27	2154-2156	48	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	
23-28	2156-2157	.	_	_	_	_	_	_	_	_	_	_	*[22]	*[67]	_	_	_	_	

#Text=На его бой против Тито Ортиза очень непросто смотреть равнодушно.
24-1	2158-2160	На	_	_	_	_	_	_	_	_	_	_	*[22]	*[68]	_	_	_	_	
24-2	2161-2164	его	_	_	_	_	_	_	_	_	_	_	*[22]	*[68]	_	_	_	_	
24-3	2165-2168	бой	_	_	_	_	_	_	_	_	_	_	*[22]	*[68]	_	_	_	_	
24-4	2169-2175	против	_	_	_	_	_	_	_	_	_	_	*[22]	*[68]	_	_	_	_	
24-5	2176-2180	Тито	_	_	_	_	_	_	_	_	_	_	*[22]	*[68]	_	_	_	_	
24-6	2181-2187	Ортиза	_	_	_	_	_	_	_	_	_	_	*[22]	*[68]	_	_	_	_	
24-7	2188-2193	очень	_	_	_	_	_	_	_	_	_	_	*[22]	*[68]	_	_	_	_	
24-8	2194-2202	непросто	_	_	_	_	_	_	_	_	_	_	*[22]	*[68]	_	_	_	_	
24-9	2203-2211	смотреть	_	_	_	_	_	_	_	_	_	_	*[22]	*[68]	_	_	_	_	
24-10	2212-2222	равнодушно	_	_	_	_	_	_	_	_	_	_	*[22]	*[68]	_	_	_	_	
24-11	2222-2223	.	_	_	_	_	_	_	_	_	_	_	*[22]	*[68]	_	_	_	_	

#Text=¶Но, кажется, есть и истории с счастливым концом.
25-1	2227-2228	¶	_	_	_	_	_	_	_	_	_	_	*[23]	*[69]	_	_	_	_	
25-2	2228-2230	Но	_	_	_	_	_	_	_	_	_	_	*[23]	*[69]	_	_	_	_	
25-3	2230-2231	,	_	_	_	_	_	_	_	_	_	_	*[23]	*[69]	_	_	_	_	
25-4	2232-2239	кажется	_	_	_	_	_	_	_	_	_	_	*[23]	*[69]	_	_	_	_	
25-5	2239-2240	,	_	_	_	_	_	_	_	_	_	_	*[23]	*[69]	_	_	_	_	
25-6	2241-2245	есть	_	_	_	_	_	_	_	_	_	_	*[23]	*[69]	_	_	_	_	
25-7	2246-2247	и	_	_	_	_	_	_	_	_	_	_	*[23]	*[69]	_	_	_	_	
25-8	2248-2255	истории	_	_	_	_	_	_	_	_	_	_	*[23]	*[69]	_	_	_	_	
25-9	2256-2257	с	_	_	_	_	_	_	_	_	_	_	*[23]	*[69]	_	_	_	_	
25-10	2258-2268	счастливым	_	_	_	_	_	_	_	_	_	_	*[23]	*[69]	_	_	_	_	
25-11	2269-2275	концом	_	_	_	_	_	_	_	_	_	_	*[23]	*[69]	_	_	_	_	
25-12	2275-2276	.	_	_	_	_	_	_	_	_	_	_	*[23]	*[69]	_	_	_	_	

#Text=Вчера об уходе из спорта объявил один из лучших (если не лучший) боец за всю историю ММА.
26-1	2277-2282	Вчера	_	_	_	_	*	Day	D	1	*	*	*[23]	*[70]	Date	*	Day	*	
26-2	2283-2285	об	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-3	2286-2291	уходе	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-4	2292-2294	из	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-5	2295-2301	спорта	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-6	2302-2309	объявил	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-7	2310-2314	один	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-8	2315-2317	из	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-9	2318-2324	лучших	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-10	2325-2326	(	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-11	2326-2330	если	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-12	2331-2333	не	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-13	2334-2340	лучший	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-14	2340-2341	)	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-15	2342-2346	боец	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-16	2347-2349	за	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-17	2350-2353	всю	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-18	2354-2361	историю	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-19	2362-2365	ММА	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	
26-20	2365-2366	.	_	_	_	_	_	_	_	_	_	_	*[23]	*[70]	_	_	_	_	

#Text=Жорж Сен-Пьер собрал пресс-конференцию в родном Монреале, чтобы подробно объяснить свое решение.
27-1	2367-2371	Жорж	_	_	_	_	_	_	_	_	_	_	*[23]	*[71]	_	_	_	_	
27-2	2372-2380	Сен-Пьер	_	_	_	_	_	_	_	_	_	_	*[23]	*[71]	_	_	_	_	
27-3	2381-2387	собрал	_	_	_	_	_	_	_	_	_	_	*[23]	*[71]	_	_	_	_	
27-4	2388-2405	пресс-конференцию	_	_	_	_	_	_	_	_	_	_	*[23]	*[71]	_	_	_	_	
27-5	2406-2407	в	_	_	_	_	_	_	_	_	_	_	*[23]	*[71]	_	_	_	_	
27-6	2408-2414	родном	_	_	_	_	_	_	_	_	_	_	*[23]	*[71]	_	_	_	_	
27-7	2415-2423	Монреале	_	_	_	_	_	_	_	_	_	_	*[23]	*[71]	_	_	_	_	
27-8	2423-2424	,	_	_	_	_	_	_	_	_	_	_	*[23]	*[71]	_	_	_	_	
27-9	2425-2430	чтобы	_	_	_	_	_	_	_	_	_	_	*[23]	*[71]	_	_	_	_	
27-10	2431-2439	подробно	_	_	_	_	_	_	_	_	_	_	*[23]	*[71]	_	_	_	_	
27-11	2440-2449	объяснить	_	_	_	_	_	_	_	_	_	_	*[23]	*[71]	_	_	_	_	
27-12	2450-2454	свое	_	_	_	_	_	_	_	_	_	_	*[23]	*[71]	_	_	_	_	
27-13	2455-2462	решение	_	_	_	_	_	_	_	_	_	_	*[23]	*[71]	_	_	_	_	
27-14	2462-2463	.	_	_	_	_	_	_	_	_	_	_	*[23]	*[71]	_	_	_	_	

#Text=¶«Стать чемпионом очень непросто.
28-1	2467-2468	¶	_	_	_	_	_	_	_	_	_	_	*[24]	*[72]	_	_	_	_	
28-2	2468-2469	«	_	_	_	_	_	_	_	_	_	_	*[24]	*[72]	_	_	_	_	
28-3	2469-2474	Стать	_	_	_	_	_	_	_	_	_	_	*[24]	*[72]	_	_	_	_	
28-4	2475-2484	чемпионом	_	_	_	_	_	_	_	_	_	_	*[24]	*[72]	_	_	_	_	
28-5	2485-2490	очень	_	_	_	_	_	_	_	_	_	_	*[24]	*[72]	_	_	_	_	
28-6	2491-2499	непросто	_	_	_	_	_	_	_	_	_	_	*[24]	*[72]	_	_	_	_	
28-7	2499-2500	.	_	_	_	_	_	_	_	_	_	_	*[24]	*[72]	_	_	_	_	

#Text=Нужно приложить немало усилий, быть дисциплинированным.
29-1	2501-2506	Нужно	_	_	_	_	_	_	_	_	_	_	*[24]	*[73]	_	_	_	_	
29-2	2507-2516	приложить	_	_	_	_	_	_	_	_	_	_	*[24]	*[73]	_	_	_	_	
29-3	2517-2523	немало	_	_	_	_	_	_	_	_	_	_	*[24]	*[73]	_	_	_	_	
29-4	2524-2530	усилий	_	_	_	_	_	_	_	_	_	_	*[24]	*[73]	_	_	_	_	
29-5	2530-2531	,	_	_	_	_	_	_	_	_	_	_	*[24]	*[73]	_	_	_	_	
29-6	2532-2536	быть	_	_	_	_	_	_	_	_	_	_	*[24]	*[73]	_	_	_	_	
29-7	2537-2555	дисциплинированным	_	_	_	_	_	_	_	_	_	_	*[24]	*[73]	_	_	_	_	
29-8	2555-2556	.	_	_	_	_	_	_	_	_	_	_	*[24]	*[73]	_	_	_	_	

#Text=Я ухожу из спорта.
30-1	2557-2558	Я	_	_	_	_	_	_	_	_	_	_	*[24]	*[74]	_	_	_	_	
30-2	2559-2564	ухожу	_	_	_	_	_	_	_	_	_	_	*[24]	*[74]	_	_	_	_	
30-3	2565-2567	из	_	_	_	_	_	_	_	_	_	_	*[24]	*[74]	_	_	_	_	
30-4	2568-2574	спорта	_	_	_	_	_	_	_	_	_	_	*[24]	*[74]	_	_	_	_	
30-5	2574-2575	.	_	_	_	_	_	_	_	_	_	_	*[24]	*[74]	_	_	_	_	

#Text=Не надо слов — я счастлив.
31-1	2576-2578	Не	_	_	_	_	_	_	_	_	_	_	*[24]	*[75]	_	_	_	_	
31-2	2579-2583	надо	_	_	_	_	_	_	_	_	_	_	*[24]	*[75]	_	_	_	_	
