#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.Source|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_SP=webanno.custom.Event|ROLE_webanno.custom.Event:Time_test_webanno.custom.EventTime_testLink|webanno.custom.TxtDate
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate
#T_RL=webanno.custom.Event_link|e_link|BT_webanno.custom.Event


#Text=¶2017-09-01
11-2	934-939	Ранее	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-3	940-947	Алексей	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-4	948-955	Улюкаев	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-5	956-963	обвинил	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-6	964-969	главу	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-7	970-971	«	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-8	971-979	Роснефти	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-9	979-980	»	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-10	981-986	Игоря	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-11	987-993	Сечина	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-12	994-995	и	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-13	996-1003	бывшего	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-14	1004-1015	заместителя	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-15	1016-1026	управления	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-16	1027-1038	собственной	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-17	1039-1051	безопасности	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-18	1052-1055	ФСБ	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-19	1056-1061	Олега	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-20	1062-1073	Феоктистова	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-21	1074-1075	в	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-22	1076-1086	провокации	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-23	1086-1087	.	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=По его словам, сотрудники ФСБ получали информацию о якобы готовящейся взятке только от Сечина.
12-1	1088-1090	По	_	_	_	_	_	_	_	_	*[8]	*[23]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-2	1091-1094	его	_	_	_	_	_	_	_	_	*[8]	*[23]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-3	1095-1101	словам	_	_	_	_	_	_	_	_	*[8]	*[23]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-4	1101-1102	,	_	_	_	_	_	_	_	_	*[8]	*[23]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-5	1103-1113	сотрудники	_	_	_	_	_	_	_	_	*[8]	*[23]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-6	1114-1117	ФСБ	_	_	_	_	_	_	_	_	*[8]	*[23]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-7	1118-1126	получали	_	_	_	_	_	_	_	_	*[8]	*[23]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-8	1127-1137	информацию	_	_	_	_	_	_	_	_	*[8]	*[23]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-9	1138-1139	о	_	_	_	_	_	_	_	_	*[8]	*[23]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-10	1140-1145	якобы	_	_	_	_	_	_	_	_	*[8]	*[23]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-11	1146-1157	готовящейся	_	_	_	_	_	_	_	_	*[8]	*[23]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-12	1158-1164	взятке	_	_	_	_	_	_	_	_	*[8]	*[23]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-13	1165-1171	только	_	_	_	_	_	_	_	_	*[8]	*[23]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-14	1172-1174	от	_	_	_	_	_	_	_	_	*[8]	*[23]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-15	1175-1181	Сечина	_	_	_	_	_	_	_	_	*[8]	*[23]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-16	1181-1182	.	_	_	_	_	_	_	_	_	*[8]	*[23]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Поскольку они так и не дождались передачи взятки, «Сечин сам позвонил» и пригласил Улюкаева в свой офис.
13-1	1183-1192	Поскольку	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-2	1193-1196	они	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-3	1197-1200	так	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-4	1201-1202	и	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-5	1203-1205	не	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-6	1206-1215	дождались	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-7	1216-1224	передачи	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-8	1225-1231	взятки	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-9	1231-1232	,	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-10	1233-1234	«	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-11	1234-1239	Сечин	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-12	1240-1243	сам	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-13	1244-1252	позвонил	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-14	1252-1253	»	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-15	1254-1255	и	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-16	1256-1265	пригласил	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-17	1266-1274	Улюкаева	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-18	1275-1276	в	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-19	1277-1281	свой	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-20	1282-1286	офис	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-21	1286-1287	.	_	_	_	_	_	_	_	_	*[8]	*[24]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Алексея Улюкаева обвиняют в получении взятки в особо крупном размере лицом, занимающим государственную должность в России (часть 6 статьи 290 УК РФ).
14-1	1289-1290	¶	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-2	1290-1297	Алексея	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-3	1298-1306	Улюкаева	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-4	1307-1315	обвиняют	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-5	1316-1317	в	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-6	1318-1327	получении	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-7	1328-1334	взятки	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-8	1335-1336	в	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-9	1337-1342	особо	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-10	1343-1350	крупном	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-11	1351-1358	размере	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-12	1359-1364	лицом	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-13	1364-1365	,	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-14	1366-1376	занимающим	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-15	1377-1392	государственную	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-16	1393-1402	должность	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-17	1403-1404	в	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-18	1405-1411	России	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-19	1412-1413	(	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-20	1413-1418	часть	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-21	1419-1420	6	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-22	1421-1427	статьи	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-23	1428-1431	290	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-24	1432-1434	УК	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-25	1435-1437	РФ	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-26	1437-1438	)	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-27	1438-1439	.	_	_	_	_	_	_	_	_	*[9]	*[25]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=По версии следствия, будучи министром экономразвития, Улюкаев получил взятку в размере 2 млн долларов США за положительное заключение его ведомства по поводу возможности приобретения ПАО «АНК Роснефть» госпакета акций компании «Башнефть».
15-1	1440-1442	По	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-2	1443-1449	версии	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-3	1450-1459	следствия	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-4	1459-1460	,	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-5	1461-1467	будучи	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-6	1468-1477	министром	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-7	1478-1492	экономразвития	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-8	1492-1493	,	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-9	1494-1501	Улюкаев	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-10	1502-1509	получил	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-11	1510-1516	взятку	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-12	1517-1518	в	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-13	1519-1526	размере	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-14	1527-1528	2	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-15	1529-1532	млн	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-16	1533-1541	долларов	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-17	1542-1545	США	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-18	1546-1548	за	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-19	1549-1562	положительное	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-20	1563-1573	заключение	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-21	1574-1577	его	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-22	1578-1587	ведомства	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-23	1588-1590	по	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-24	1591-1597	поводу	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-25	1598-1609	возможности	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-26	1610-1622	приобретения	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-27	1623-1626	ПАО	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-28	1627-1628	«	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-29	1628-1631	АНК	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-30	1632-1640	Роснефть	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-31	1640-1641	»	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-32	1642-1651	госпакета	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-33	1652-1657	акций	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-34	1658-1666	компании	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-35	1667-1668	«	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-36	1668-1676	Башнефть	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-37	1676-1677	»	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-38	1677-1678	.	_	_	_	_	_	_	_	_	*[9]	*[26]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶С началом уголовного расследования президент РФ Владимир Путин снял Улюкаева с поста министра экономического развития.
16-1	1680-1681	¶	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
16-2	1681-1682	С	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
16-3	1683-1690	началом	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
16-4	1691-1701	уголовного	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
16-5	1702-1715	расследования	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
16-6	1716-1725	президент	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
16-7	1726-1728	РФ	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
16-8	1729-1737	Владимир	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
16-9	1738-1743	Путин	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
16-10	1744-1748	снял	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
16-11	1749-1757	Улюкаева	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
16-12	1758-1759	с	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
16-13	1760-1765	поста	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
16-14	1766-1774	министра	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
16-15	1775-1789	экономического	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
16-16	1790-1798	развития	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
16-17	1798-1799	.	_	_	_	_	_	_	_	_	*[10]	*[27]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=На его место был назначен Максим Орешкин.
17-1	1800-1802	На	_	_	_	_	_	_	_	_	*[10]	*[28]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
17-2	1803-1806	его	_	_	_	_	_	_	_	_	*[10]	*[28]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
17-3	1807-1812	место	_	_	_	_	_	_	_	_	*[10]	*[28]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
17-4	1813-1816	был	_	_	_	_	_	_	_	_	*[10]	*[28]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
17-5	1817-1825	назначен	_	_	_	_	_	_	_	_	*[10]	*[28]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
17-6	1826-1832	Максим	_	_	_	_	_	_	_	_	*[10]	*[28]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
17-7	1833-1840	Орешкин	_	_	_	_	_	_	_	_	*[10]	*[28]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
17-8	1840-1841	.	_	_	_	_	_	_	_	_	*[10]	*[28]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Феоктистов до перехода в «Роснефть» занимал пост первого заместителя начальника управления собственной безопасности (УСБ) ФСБ РФ.
18-1	1843-1844	¶	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-2	1844-1854	Феоктистов	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-3	1855-1857	до	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-4	1858-1866	перехода	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-5	1867-1868	в	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-6	1869-1870	«	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-7	1870-1878	Роснефть	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-8	1878-1879	»	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-9	1880-1887	занимал	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-10	1888-1892	пост	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-11	1893-1900	первого	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-12	1901-1912	заместителя	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-13	1913-1923	начальника	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-14	1924-1934	управления	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-15	1935-1946	собственной	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-16	1947-1959	безопасности	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-17	1960-1961	(	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-18	1961-1964	УСБ	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-19	1964-1965	)	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-20	1966-1969	ФСБ	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-21	1970-1972	РФ	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
18-22	1972-1973	.	_	_	_	_	_	_	_	_	*[11]	*[29]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Он перешел в «Роснефть» в качестве прикомандированного сотрудника ФСБ за три месяца до ареста Улюкаева.
19-1	1974-1976	Он	_	_	_	_	_	_	_	_	*[11]	*[30]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
