#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2018-01-22
15-6	1690-1695	зимой	_	_	*[7]	Season[7]	DA[7]	2[7]	WI[7]	*[7]	*[14]	*[32]	Date[45]	*[45]	Season[45]	2018-WI[45]	
15-7	1696-1701	всего	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-8	1702-1704	за	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-9	1705-1709	одну	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-10	1710-1711	«	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-11	1711-1718	снежную	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-12	1718-1719	»	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-13	1720-1726	неделю	_	_	*	Week	DA	6	W04	*	*[14]	*[32]	Date	*	Week	2018-W04	
15-14	1727-1728	(	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-15	1728-1730	до	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-16	1731-1740	последних	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-17	1741-1745	дней	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-18	1746-1750	зима	_	_	*	Season	DA	4	WI	*	*[14]	*[32]	Date	*	Season	????-??-??	
15-19	1751-1753	не	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-20	1754-1762	баловала	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-21	1763-1770	горожан	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-22	1770-1771	,	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-23	1772-1776	зато	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-24	1777-1785	баловала	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-25	1786-1800	коммунальщиков	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-26	1800-1801	)	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-27	1802-1815	зафиксированы	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-28	1816-1819	три	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-29	1820-1826	случая	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-30	1827-1836	получения	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-31	1837-1845	телесных	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-32	1846-1857	повреждений	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-33	1858-1868	гражданами	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-34	1869-1872	при	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-35	1873-1880	падении	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-36	1881-1885	льда	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-37	1886-1887	с	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-38	1888-1892	крыш	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-39	1892-1893	.	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	

#Text=¶Врио руководителя государственной жилищной инспекции Воронежской области Диана Гончарова отчиталась, что в январе — марте 2017 года в адрес ГЖИ поступило 1680 обращений с жалобами на неудовлетворительную уборку УО и ТСЖ крыш от наледи и сосулек, а также на уборку дворовых территорий от снега.
16-1	1897-1898	¶	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-2	1898-1902	Врио	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-3	1903-1915	руководителя	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-4	1916-1931	государственной	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-5	1932-1940	жилищной	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-6	1941-1950	инспекции	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-7	1951-1962	Воронежской	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-8	1963-1970	области	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-9	1971-1976	Диана	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-10	1977-1986	Гончарова	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-11	1987-1997	отчиталась	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-12	1997-1998	,	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-13	1999-2002	что	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-14	2003-2004	в	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-15	2005-2011	январе	_	_	*	MonthName	DA	4	01	*	*[15]	*[33]	Date	*	MonthName	2018-01	
16-16	2012-2013	—	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-17	2014-2019	марте	_	_	*	MonthName	-	-	03	*	*[15]	*[33]	Date[46]	*[46]	MonthName[46]	2017-03[46]	
16-18	2020-2024	2017	_	_	*[8]	Year[8]	-[8]	-[8]	2017[8]	*[8]	*[15]	*[33]	Date[46]	*[46]	MonthName[46]	2017-03[46]	
16-19	2025-2029	года	_	_	*[8]	Year[8]	-[8]	-[8]	2017[8]	*[8]	*[15]	*[33]	Date[46]	*[46]	MonthName[46]	2017-03[46]	
16-20	2030-2031	в	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-21	2032-2037	адрес	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-22	2038-2041	ГЖИ	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-23	2042-2051	поступило	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-24	2052-2056	1680	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-25	2057-2066	обращений	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-26	2067-2068	с	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-27	2069-2077	жалобами	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-28	2078-2080	на	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-29	2081-2101	неудовлетворительную	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-30	2102-2108	уборку	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-31	2109-2111	УО	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-32	2112-2113	и	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-33	2114-2117	ТСЖ	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-34	2118-2122	крыш	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-35	2123-2125	от	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-36	2126-2132	наледи	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-37	2133-2134	и	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-38	2135-2142	сосулек	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-39	2142-2143	,	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-40	2144-2145	а	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-41	2146-2151	также	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-42	2152-2154	на	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-43	2155-2161	уборку	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-44	2162-2170	дворовых	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-45	2171-2181	территорий	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-46	2182-2184	от	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-47	2185-2190	снега	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	
16-48	2190-2191	.	_	_	_	_	_	_	_	_	*[15]	*[33]	_	_	_	_	

#Text=Было проведено 300 проверок и составлено 15 протоколов.
17-1	2192-2196	Было	_	_	_	_	_	_	_	_	*[15]	*[34]	_	_	_	_	
17-2	2197-2206	проведено	_	_	_	_	_	_	_	_	*[15]	*[34]	_	_	_	_	
17-3	2207-2210	300	_	_	_	_	_	_	_	_	*[15]	*[34]	_	_	_	_	
17-4	2211-2219	проверок	_	_	_	_	_	_	_	_	*[15]	*[34]	_	_	_	_	
17-5	2220-2221	и	_	_	_	_	_	_	_	_	*[15]	*[34]	_	_	_	_	
17-6	2222-2232	составлено	_	_	_	_	_	_	_	_	*[15]	*[34]	_	_	_	_	
17-7	2233-2235	15	_	_	_	_	_	_	_	_	*[15]	*[34]	_	_	_	_	
17-8	2236-2246	протоколов	_	_	_	_	_	_	_	_	*[15]	*[34]	_	_	_	_	
17-9	2246-2247	.	_	_	_	_	_	_	_	_	*[15]	*[34]	_	_	_	_	

#Text=¶«Наша задача — не составить протокол, а убрать опасность.
18-1	2251-2252	¶	_	_	_	_	_	_	_	_	*[16]	*[35]	_	_	_	_	
18-2	2252-2253	«	_	_	_	_	_	_	_	_	*[16]	*[35]	_	_	_	_	
18-3	2253-2257	Наша	_	_	_	_	_	_	_	_	*[16]	*[35]	_	_	_	_	
18-4	2258-2264	задача	_	_	_	_	_	_	_	_	*[16]	*[35]	_	_	_	_	
18-5	2265-2266	—	_	_	_	_	_	_	_	_	*[16]	*[35]	_	_	_	_	
18-6	2267-2269	не	_	_	_	_	_	_	_	_	*[16]	*[35]	_	_	_	_	
18-7	2270-2279	составить	_	_	_	_	_	_	_	_	*[16]	*[35]	_	_	_	_	
18-8	2280-2288	протокол	_	_	_	_	_	_	_	_	*[16]	*[35]	_	_	_	_	
18-9	2288-2289	,	_	_	_	_	_	_	_	_	*[16]	*[35]	_	_	_	_	
18-10	2290-2291	а	_	_	_	_	_	_	_	_	*[16]	*[35]	_	_	_	_	
18-11	2292-2298	убрать	_	_	_	_	_	_	_	_	*[16]	*[35]	_	_	_	_	
18-12	2299-2308	опасность	_	_	_	_	_	_	_	_	*[16]	*[35]	_	_	_	_	
18-13	2308-2309	.	_	_	_	_	_	_	_	_	*[16]	*[35]	_	_	_	_	

#Text=Мы должны предотвращать происшествия, не допускать самих скоплений снега и льда, а для этого нужно правильно расставить приоритеты в работе управляющих организаций.
19-1	2310-2312	Мы	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-2	2313-2319	должны	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-3	2320-2333	предотвращать	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-4	2334-2346	происшествия	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-5	2346-2347	,	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-6	2348-2350	не	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-7	2351-2360	допускать	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-8	2361-2366	самих	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-9	2367-2376	скоплений	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-10	2377-2382	снега	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-11	2383-2384	и	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-12	2385-2389	льда	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-13	2389-2390	,	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-14	2391-2392	а	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-15	2393-2396	для	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-16	2397-2402	этого	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-17	2403-2408	нужно	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-18	2409-2418	правильно	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-19	2419-2429	расставить	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-20	2430-2440	приоритеты	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-21	2441-2442	в	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-22	2443-2449	работе	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-23	2450-2461	управляющих	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-24	2462-2473	организаций	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	
19-25	2473-2474	.	_	_	_	_	_	_	_	_	*[16]	*[36]	_	_	_	_	

#Text=Требуется полная оперативная информация о проблемных участках, то есть постоянные проверки, в том числе силами муниципальной власти», — поставил задачу Александр Гусев.
20-1	2475-2484	Требуется	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-2	2485-2491	полная	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-3	2492-2503	оперативная	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-4	2504-2514	информация	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-5	2515-2516	о	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-6	2517-2527	проблемных	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-7	2528-2536	участках	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-8	2536-2537	,	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-9	2538-2540	то	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-10	2541-2545	есть	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-11	2546-2556	постоянные	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-12	2557-2565	проверки	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-13	2565-2566	,	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-14	2567-2568	в	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-15	2569-2572	том	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-16	2573-2578	числе	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-17	2579-2585	силами	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-18	2586-2599	муниципальной	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-19	2600-2606	власти	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-20	2606-2607	»	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-21	2607-2608	,	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-22	2609-2610	—	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-23	2611-2619	поставил	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-24	2620-2626	задачу	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-25	2627-2636	Александр	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-26	2637-2642	Гусев	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	
20-27	2642-2643	.	_	_	_	_	_	_	_	_	*[16]	*[37]	_	_	_	_	

#Text=¶https://regnum.ru/news/economy/2370675.html
21-1	2648-2649	¶	_	_	_	_	_	_	_	_	*[17]	*[38]	_	_	_	_	
21-2	2649-2654	https	_	_	_	_	_	_	_	_	*[17]	*[38]	_	_	_	_	
21-3	2654-2655	:	_	_	_	_	_	_	_	_	*[17]	*[38]	_	_	_	_	
21-4	2655-2656	/	_	_	_	_	_	_	_	_	*[17]	*[38]	_	_	_	_	
21-5	2656-2657	/	_	_	_	_	_	_	_	_	*[17]	*[38]	_	_	_	_	
21-6	2657-2663	regnum	_	_	_	_	_	_	_	_	*[17]	*[38]	_	_	_	_	
21-7	2663-2664	.	_	_	_	_	_	_	_	_	*[17]	*[38]	_	_	_	_	
21-8	2664-2666	ru	_	_	_	_	_	_	_	_	*[17]	*[38]	_	_	_	_	
21-9	2666-2667	/	_	_	_	_	_	_	_	_	*[17]	*[38]	_	_	_	_	
21-10	2667-2671	news	_	_	_	_	_	_	_	_	*[17]	*[38]	_	_	_	_	
21-11	2671-2672	/	_	_	_	_	_	_	_	_	*[17]	*[38]	_	_	_	_	
21-12	2672-2679	economy	_	_	_	_	_	_	_	_	*[17]	*[38]	_	_	_	_	
21-13	2679-2680	/	_	_	_	_	_	_	_	_	*[17]	*[38]	_	_	_	_	
21-14	2680-2687	2370675	_	_	_	_	_	_	_	_	*[17]	*[38]	_	_	_	_	
21-15	2687-2688	.	_	_	_	_	_	_	_	_	*[17]	*[38]	_	_	_	_	
21-16	2688-2692	html	_	_	_	_	_	_	_	_	*[17]	*[38]	_	_	_	_	
