#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Anchored|To|U_Class
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2020-08-12
27-17	2914-2921	сделали	_	_	_	_	_	_	_	_	_	_	*[35]	*[85]	_	_	_	_	_	_	_	_	_	_	_	_	_	
27-18	2922-2930	русскими	_	_	_	_	_	_	_	_	_	_	*[35]	*[85]	_	_	_	_	_	_	_	_	_	_	_	_	_	
27-19	2931-2936	менее	_	_	_	_	_	_	_	_	_	_	*[35]	*[85]	_	_	_	_	_	_	_	_	_	_	_	_	_	
27-20	2937-2941	пяти	_	_	_	_	_	_	_	_	_	_	*[35]	*[85]	_	_	_	_	_	_	_	_	_	_	_	_	_	
27-21	2942-2951	процентов	_	_	_	_	_	_	_	_	_	_	*[35]	*[85]	_	_	_	_	_	_	_	_	_	_	_	_	_	
27-22	2952-2956	школ	_	_	_	_	_	_	_	_	_	_	*[35]	*[85]	_	_	_	_	_	_	_	_	_	_	_	_	_	
27-23	2956-2957	.	_	_	_	_	_	_	_	_	_	_	*[35]	*[85]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Будущее страны БНФ видел в составе Единой Европы и НАТО.
28-1	2958-2965	Будущее	_	_	_	_	_	_	_	_	_	_	*[35]	*[86]	_	_	_	_	_	_	_	_	_	_	_	_	_	
28-2	2966-2972	страны	_	_	_	_	_	_	_	_	_	_	*[35]	*[86]	_	_	_	_	_	_	_	_	_	_	_	_	_	
28-3	2973-2976	БНФ	_	_	_	_	_	_	_	_	_	_	*[35]	*[86]	_	_	_	_	_	_	_	_	_	_	_	_	_	
28-4	2977-2982	видел	_	_	_	_	_	_	_	_	_	_	*[35]	*[86]	_	_	_	_	_	_	_	_	_	_	_	_	_	
28-5	2983-2984	в	_	_	_	_	_	_	_	_	_	_	*[35]	*[86]	_	_	_	_	_	_	_	_	_	_	_	_	_	
28-6	2985-2992	составе	_	_	_	_	_	_	_	_	_	_	*[35]	*[86]	_	_	_	_	_	_	_	_	_	_	_	_	_	
28-7	2993-2999	Единой	_	_	_	_	_	_	_	_	_	_	*[35]	*[86]	_	_	_	_	_	_	_	_	_	_	_	_	_	
28-8	3000-3006	Европы	_	_	_	_	_	_	_	_	_	_	*[35]	*[86]	_	_	_	_	_	_	_	_	_	_	_	_	_	
28-9	3007-3008	и	_	_	_	_	_	_	_	_	_	_	*[35]	*[86]	_	_	_	_	_	_	_	_	_	_	_	_	_	
28-10	3009-3013	НАТО	_	_	_	_	_	_	_	_	_	_	*[35]	*[86]	_	_	_	_	_	_	_	_	_	_	_	_	_	
28-11	3013-3014	.	_	_	_	_	_	_	_	_	_	_	*[35]	*[86]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶На фоне социальных и экономических проблем начала 1990-х в стране шла работа над подготовкой конституции.
29-1	3018-3019	¶	_	_	_	_	_	_	_	_	_	_	*[36]	*[87]	_	_	_	_	_	_	_	_	_	_	_	_	_	
29-2	3019-3021	На	_	_	_	_	_	_	_	_	_	_	*[36]	*[87]	_	_	_	_	_	_	_	_	_	_	_	_	_	
29-3	3022-3026	фоне	_	_	_	_	_	_	_	_	_	_	*[36]	*[87]	_	_	_	_	_	_	_	_	_	_	_	_	_	
29-4	3027-3037	социальных	_	_	_	_	_	_	_	_	_	_	*[36]	*[87]	_	_	_	_	_	_	_	_	_	_	_	_	_	
29-5	3038-3039	и	_	_	_	_	_	_	_	_	_	_	*[36]	*[87]	_	_	_	_	_	_	_	_	_	_	_	_	_	
29-6	3040-3053	экономических	_	_	_	_	_	_	_	_	_	_	*[36]	*[87]	_	_	_	_	_	_	_	_	_	_	_	_	_	
29-7	3054-3061	проблем	_	_	_	_	_	_	_	_	_	_	*[36]	*[87]	_	_	_	_	_	_	_	_	_	_	_	_	_	
29-8	3062-3068	начала	_	_	_	_	*	Phase	*	*	START	*	*[36]	*[87]	Date[162]	*[162]	YearsX0[162]	*[162]	_	_	_	_	_	_	_	_	_	
29-9	3069-3073	1990	_	_	_	_	*[8]	YearsX0[8]	-[8]	-[8]	1990[8]	*[8]	*[36]	*[87]	Date[162]	*[162]	YearsX0[162]	*[162]	_	_	_	_	_	_	_	_	_	
29-10	3073-3074	-	_	_	_	_	*[8]	YearsX0[8]	-[8]	-[8]	1990[8]	*[8]	*[36]	*[87]	Date[162]	*[162]	YearsX0[162]	*[162]	_	_	_	_	_	_	_	_	_	
29-11	3074-3075	х	_	_	_	_	*[8]	YearsX0[8]	-[8]	-[8]	1990[8]	*[8]	*[36]	*[87]	Date[162]	*[162]	YearsX0[162]	*[162]	_	_	_	_	_	_	_	_	_	
29-12	3076-3077	в	_	_	_	_	_	_	_	_	_	_	*[36]	*[87]	_	_	_	_	_	_	_	_	_	_	_	_	_	
29-13	3078-3084	стране	_	_	_	_	_	_	_	_	_	_	*[36]	*[87]	_	_	_	_	_	_	_	_	_	_	_	_	_	
29-14	3085-3088	шла	_	_	_	_	_	_	_	_	_	_	*[36]	*[87]	_	_	_	_	_	_	_	_	_	_	_	_	_	
29-15	3089-3095	работа	_	_	_	_	_	_	_	_	_	_	*[36]	*[87]	_	_	_	_	_	_	_	_	_	_	_	_	_	
29-16	3096-3099	над	_	_	_	_	_	_	_	_	_	_	*[36]	*[87]	_	_	_	_	_	_	_	_	_	_	_	_	_	
29-17	3100-3111	подготовкой	_	_	_	_	_	_	_	_	_	_	*[36]	*[87]	_	_	_	_	_	_	_	_	_	_	_	_	_	
29-18	3112-3123	конституции	_	_	_	_	_	_	_	_	_	_	*[36]	*[87]	_	_	_	_	_	_	_	_	_	_	_	_	_	
29-19	3123-3124	.	_	_	_	_	_	_	_	_	_	_	*[36]	*[87]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Наиболее остро стоял вопрос о введении института президентства.
30-1	3125-3133	Наиболее	_	_	_	_	_	_	_	_	_	_	*[36]	*[88]	_	_	_	_	_	_	_	_	_	_	_	_	_	
30-2	3134-3139	остро	_	_	_	_	_	_	_	_	_	_	*[36]	*[88]	_	_	_	_	_	_	_	_	_	_	_	_	_	
30-3	3140-3145	стоял	_	_	_	_	_	_	_	_	_	_	*[36]	*[88]	_	_	_	_	_	_	_	_	_	_	_	_	_	
30-4	3146-3152	вопрос	_	_	_	_	_	_	_	_	_	_	*[36]	*[88]	_	_	_	_	_	_	_	_	_	_	_	_	_	
30-5	3153-3154	о	_	_	_	_	_	_	_	_	_	_	*[36]	*[88]	_	_	_	_	_	_	_	_	_	_	_	_	_	
30-6	3155-3163	введении	_	_	_	_	_	_	_	_	_	_	*[36]	*[88]	_	_	_	_	_	_	_	_	_	_	_	_	_	
30-7	3164-3173	института	_	_	_	_	_	_	_	_	_	_	*[36]	*[88]	_	_	_	_	_	_	_	_	_	_	_	_	_	
30-8	3174-3187	президентства	_	_	_	_	_	_	_	_	_	_	*[36]	*[88]	_	_	_	_	_	_	_	_	_	_	_	_	_	
30-9	3187-3188	.	_	_	_	_	_	_	_	_	_	_	*[36]	*[88]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Если Шушкевич агитировал за «слабого» лидера, являющегося лишь формальным главой государства, то его оппоненты из числа оставшейся у власти номенклатуры выступали за предоставление президенту всех полномочий главы исполнительной власти.
31-1	3189-3193	Если	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-2	3194-3202	Шушкевич	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-3	3203-3213	агитировал	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-4	3214-3216	за	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-5	3217-3218	«	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-6	3218-3225	слабого	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-7	3225-3226	»	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-8	3227-3233	лидера	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-9	3233-3234	,	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-10	3235-3246	являющегося	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-11	3247-3251	лишь	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-12	3252-3262	формальным	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-13	3263-3269	главой	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-14	3270-3281	государства	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-15	3281-3282	,	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-16	3283-3285	то	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-17	3286-3289	его	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-18	3290-3299	оппоненты	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-19	3300-3302	из	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-20	3303-3308	числа	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-21	3309-3319	оставшейся	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-22	3320-3321	у	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-23	3322-3328	власти	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-24	3329-3341	номенклатуры	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-25	3342-3351	выступали	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-26	3352-3354	за	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-27	3355-3369	предоставление	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-28	3370-3380	президенту	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-29	3381-3385	всех	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-30	3386-3396	полномочий	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-31	3397-3402	главы	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-32	3403-3417	исполнительной	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-33	3418-3424	власти	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	
31-34	3424-3425	.	_	_	_	_	_	_	_	_	_	_	*[36]	*[89]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=В итоге они победили, и в 1994 году выборы главы государства выиграл 39-летний Александр Лукашенко.
32-1	3426-3427	В	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	
32-2	3428-3433	итоге	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	
32-3	3434-3437	они	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	
32-4	3438-3446	победили	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	
32-5	3446-3447	,	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	
32-6	3448-3449	и	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	
32-7	3450-3451	в	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	
32-8	3452-3456	1994	_	_	_	_	*[9]	Year[9]	-[9]	-[9]	1994[9]	*[9]	*[36]	*[90]	Date[163]	*[163]	Year[163]	*[163]	_	_	_	_	_	_	_	_	_	
32-9	3457-3461	году	_	_	_	_	*[9]	Year[9]	-[9]	-[9]	1994[9]	*[9]	*[36]	*[90]	Date[163]	*[163]	Year[163]	*[163]	_	_	_	_	_	_	_	_	_	
32-10	3462-3468	выборы	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	
32-11	3469-3474	главы	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	
32-12	3475-3486	государства	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	
32-13	3487-3494	выиграл	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	
32-14	3495-3497	39	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	
32-15	3497-3498	-	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	
32-16	3498-3504	летний	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	
32-17	3505-3514	Александр	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	
32-18	3515-3524	Лукашенко	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	
32-19	3524-3525	.	_	_	_	_	_	_	_	_	_	_	*[36]	*[90]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Будучи директором колхоза в Могилевской области, в перестройку Лукашенко включился в политическую жизнь.
33-1	3529-3530	¶	_	_	_	_	_	_	_	_	_	_	*[37]	*[91]	_	_	_	_	_	_	_	_	_	_	_	_	_	
33-2	3530-3536	Будучи	_	_	_	_	_	_	_	_	_	_	*[37]	*[91]	_	_	_	_	_	_	_	_	_	_	_	_	_	
33-3	3537-3547	директором	_	_	_	_	_	_	_	_	_	_	*[37]	*[91]	_	_	_	_	_	_	_	_	_	_	_	_	_	
33-4	3548-3555	колхоза	_	_	_	_	_	_	_	_	_	_	*[37]	*[91]	_	_	_	_	_	_	_	_	_	_	_	_	_	
33-5	3556-3557	в	_	_	_	_	_	_	_	_	_	_	*[37]	*[91]	_	_	_	_	_	_	_	_	_	_	_	_	_	
33-6	3558-3569	Могилевской	_	_	_	_	_	_	_	_	_	_	*[37]	*[91]	_	_	_	_	_	_	_	_	_	_	_	_	_	
33-7	3570-3577	области	_	_	_	_	_	_	_	_	_	_	*[37]	*[91]	_	_	_	_	_	_	_	_	_	_	_	_	_	
33-8	3577-3578	,	_	_	_	_	_	_	_	_	_	_	*[37]	*[91]	_	_	_	_	_	_	_	_	_	_	_	_	_	
33-9	3579-3580	в	_	_	_	_	_	_	_	_	_	_	*[37]	*[91]	_	_	_	_	_	_	_	_	_	_	_	_	_	
33-10	3581-3592	перестройку	_	_	_	_	_	_	_	_	_	_	*[37]	*[91]	_	_	_	_	_	_	_	_	_	_	_	_	_	
33-11	3593-3602	Лукашенко	_	_	_	_	_	_	_	_	_	_	*[37]	*[91]	_	_	_	_	_	_	_	_	_	_	_	_	_	
33-12	3603-3612	включился	_	_	_	_	_	_	_	_	_	_	*[37]	*[91]	_	_	_	_	_	_	_	_	_	_	_	_	_	
33-13	3613-3614	в	_	_	_	_	_	_	_	_	_	_	*[37]	*[91]	_	_	_	_	_	_	_	_	_	_	_	_	_	
33-14	3615-3627	политическую	_	_	_	_	_	_	_	_	_	_	*[37]	*[91]	_	_	_	_	_	_	_	_	_	_	_	_	_	
33-15	3628-3633	жизнь	_	_	_	_	_	_	_	_	_	_	*[37]	*[91]	_	_	_	_	_	_	_	_	_	_	_	_	_	
33-16	3633-3634	.	_	_	_	_	_	_	_	_	_	_	*[37]	*[91]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=На посту депутата Верховного Совета он активно критиковал Шушкевича с левых позиций, распекал его за развал государственной системы и обнищание народа.
34-1	3635-3637	На	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-2	3638-3643	посту	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-3	3644-3652	депутата	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-4	3653-3663	Верховного	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-5	3664-3670	Совета	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-6	3671-3673	он	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-7	3674-3681	активно	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-8	3682-3692	критиковал	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-9	3693-3702	Шушкевича	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-10	3703-3704	с	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-11	3705-3710	левых	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-12	3711-3718	позиций	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-13	3718-3719	,	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-14	3720-3728	распекал	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-15	3729-3732	его	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-16	3733-3735	за	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-17	3736-3742	развал	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-18	3743-3758	государственной	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-19	3759-3766	системы	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-20	3767-3768	и	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-21	3769-3778	обнищание	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-22	3779-3785	народа	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	
34-23	3785-3786	.	_	_	_	_	_	_	_	_	_	_	*[37]	*[92]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Победу на выборах Лукашенко обеспечило то, что он безошибочно уловил запрос общества на справедливость и эксплуатировал темы обуздания инфляции, возрождения сельского хозяйства, борьбы с коррупцией.
35-1	3787-3793	Победу	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-2	3794-3796	на	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-3	3797-3804	выборах	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-4	3805-3814	Лукашенко	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-5	3815-3825	обеспечило	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-6	3826-3828	то	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-7	3828-3829	,	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-8	3830-3833	что	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-9	3834-3836	он	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-10	3837-3848	безошибочно	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-11	3849-3855	уловил	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-12	3856-3862	запрос	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-13	3863-3871	общества	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-14	3872-3874	на	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-15	3875-3889	справедливость	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-16	3890-3891	и	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-17	3892-3906	эксплуатировал	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-18	3907-3911	темы	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-19	3912-3921	обуздания	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-20	3922-3930	инфляции	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-21	3930-3931	,	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-22	3932-3943	возрождения	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-23	3944-3953	сельского	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-24	3954-3963	хозяйства	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-25	3963-3964	,	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-26	3965-3971	борьбы	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-27	3972-3973	с	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-28	3974-3984	коррупцией	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	
35-29	3984-3985	.	_	_	_	_	_	_	_	_	_	_	*[37]	*[93]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Первым шагом к укреплению позиций первого президента стал референдум 1995 года, фактически сорвавший парламентские выборы.
36-1	3989-3990	¶	_	_	_	_	_	_	_	_	_	_	*[38]	*[94]	_	_	_	_	_	_	_	_	_	_	_	_	_	
36-2	3990-3996	Первым	_	_	_	_	_	_	_	_	_	_	*[38]	*[94]	_	_	_	_	_	_	_	_	_	_	_	_	_	
36-3	3997-4002	шагом	_	_	_	_	_	_	_	_	_	_	*[38]	*[94]	_	_	_	_	_	_	_	_	_	_	_	_	_	
36-4	4003-4004	к	_	_	_	_	_	_	_	_	_	_	*[38]	*[94]	_	_	_	_	_	_	_	_	_	_	_	_	_	
36-5	4005-4015	укреплению	_	_	_	_	_	_	_	_	_	_	*[38]	*[94]	_	_	_	_	_	_	_	_	_	_	_	_	_	
36-6	4016-4023	позиций	_	_	_	_	_	_	_	_	_	_	*[38]	*[94]	_	_	_	_	_	_	_	_	_	_	_	_	_	
36-7	4024-4031	первого	_	_	_	_	_	_	_	_	_	_	*[38]	*[94]	_	_	_	_	_	_	_	_	_	_	_	_	_	
36-8	4032-4042	президента	_	_	_	_	_	_	_	_	_	_	*[38]	*[94]	_	_	_	_	_	_	_	_	_	_	_	_	_	
36-9	4043-4047	стал	_	_	_	_	_	_	_	_	_	_	*[38]	*[94]	_	_	_	_	_	_	_	_	_	_	_	_	_	
36-10	4048-4058	референдум	_	_	_	_	_	_	_	_	_	_	*[38]	*[94]	_	_	_	_	_	_	_	_	_	_	_	_	_	
36-11	4059-4063	1995	_	_	_	_	*[10]	Year[10]	-[10]	-[10]	1995[10]	*[10]	*[38]	*[94]	Date[164]	*[164]	Year[164]	*[164]	_	_	_	_	_	_	_	_	_	
36-12	4064-4068	года	_	_	_	_	*[10]	Year[10]	-[10]	-[10]	1995[10]	*[10]	*[38]	*[94]	Date[164]	*[164]	Year[164]	*[164]	_	_	_	_	_	_	_	_	_	
36-13	4068-4069	,	_	_	_	_	_	_	_	_	_	_	*[38]	*[94]	_	_	_	_	_	_	_	_	_	_	_	_	_	
36-14	4070-4080	фактически	_	_	_	_	_	_	_	_	_	_	*[38]	*[94]	_	_	_	_	_	_	_	_	_	_	_	_	_	
36-15	4081-4090	сорвавший	_	_	_	_	_	_	_	_	_	_	*[38]	*[94]	_	_	_	_	_	_	_	_	_	_	_	_	_	
36-16	4091-4104	парламентские	_	_	_	_	_	_	_	_	_	_	*[38]	*[94]	_	_	_	_	_	_	_	_	_	_	_	_	_	
